######################;x
##### TECHNOLOGY #####;x
######################;x
tech_weapons_production_5;Weapons Production 5;x
tech_weapons_production_6;Weapons Production 6;x
tech_medicine;Medicine;x
tech_medicine_1;Medicine 1;x
tech_medicine_2;Medicine 2;x
tech_medicine_3;Medicine 3;x
tech_medicine_4;Medicine 4;x
tech_medicine_5;Medicine 5;x
tech_medicine_6;Medicine 6;x
culture_tech;Culture;x
tech_aesthetics;Aesthetics;x
tech_aesthetics_1;Aesthetics 1;x
tech_aesthetics_2;Aesthetics 2;x
tech_aesthetics_3;Aesthetics 3;x
tech_aesthetics_4;Aesthetics 4;x
tech_aesthetics_5;Aesthetics 5;x
tech_aesthetics_6;Aesthetics 6;x
tech_education;Education;x
tech_education_1;Education 1;x
tech_education_2;Education 2;x
tech_education_3;Education 3;x
tech_education_4;Education 4;x
tech_education_5;Education 5;x
tech_education_6;Education 6;x
tech_social_thought;Social Thought;x
tech_social_thought_1;Social Thought 1;x
tech_social_thought_2;Social Thought 2;x
tech_social_thought_3;Social Thought 3;x
tech_social_thought_4;Social Thought 4;x
tech_social_thought_5;Social Thought 5;x
tech_social_thought_6;Social Thought 6;x
tech_political_thought;Political Thought;x
tech_political_thought_1;Political Thought 1;x
tech_political_thought_2;Political Thought 2;x
tech_political_thought_3;Political Thought 3;x
tech_political_thought_4;Political Thought 4;x
tech_political_thought_5;Political Thought 5;x
tech_political_thought_6;Political Thought 6;x
tech_martial_culture;Martial Culture;x
tech_martial_culture_1;Martial Culture 1;x
tech_martial_culture_2;Martial Culture 2;x
tech_martial_culture_3;Martial Culture 3;x
tech_martial_culture_4;Martial Culture 4;x
tech_martial_culture_5;Martial Culture 5;x
tech_martial_culture_6;Martial Culture 6;x
