###############################;x
##### MODIFIERS AND FLAGS #####;x
###############################;x
jumpgate_to_faulty_logic;Jumpgate to §GFaulty Logic§!;x
jumpgate_to_fires_of_defeat;Jumpgate to §GFires of Defeat§!;x
jumpgate_to_freedoms_reach;Jumpgate to §GFreedom's Reach§!;x
jumpgate_to_frontier_edge;Jumpgate to §GFrontier Edge§!;x
jumpgate_to_gaian_prophecy;Jumpgate to §GGaian Prophecy§!;x
jumpgate_to_getsu_fune;Jumpgate to §GGetsu Fune§!;x
jumpgate_to_grand_exchange;Jumpgate to §GGrand Exchange§!;x
jumpgate_to_great_reef;Jumpgate to §GGreat Reef§!;x
jumpgate_to_guiding_star;Jumpgate to §GGuiding Star§!;x
jumpgate_to_hatikvahs_choice;Jumpgate to §GHatikvah's Choice§!;x
jumpgate_to_hatikvahs_faith;Jumpgate to §GHatikvah's Faith§!;x
jumpgate_to_heart_of_acrimony;Jumpgate to §GHeart of Acrimony§!;x
jumpgate_to_heretics_end;Jumpgate to §GHeretic's End§!;x
jumpgate_to_hewas_twin;Jumpgate to §GHewa's Twin§!;x
jumpgate_to_holy_vision;Jumpgate to §GHoly Vision§!;x
jumpgate_to_ianamus_zura;Jumpgate to §GIanamus Zura§!;x
jumpgate_to_inner_sol;Jumpgate to §GInner Sol§!;x
jumpgate_to_kingdom_end;Jumpgate to §GKingdom End§!;x
jumpgate_to_lasting_vengeance;Jumpgate to §GLasting Vengeance§!;x
jumpgate_to_litany_of_fury;Jumpgate to §GLitany of Fury§!;x
jumpgate_to_loomanckstrats_legacy;Jumpgate to §GLoomanckstrat's Legacy§!;x
jumpgate_to_matrix_101;Jumpgate to §GMatrix 101§!;x
jumpgate_to_matrix_451;Jumpgate to §GMatrix 451§!;x
jumpgate_to_matrix_598;Jumpgate to §GMatrix 598§!;x
jumpgate_to_matrix_79b;Jumpgate to §GMatrix 79B§!;x
jumpgate_to_matrix_9;Jumpgate to §GMatrix 9§!;x
jumpgate_to_memory_of_profit;Jumpgate to §GMemory of Profit§!;x
jumpgate_to_menelaus_oasis;Jumpgate to §GMenelaus' Oasis§!;x
jumpgate_to_mi_tons_refuge;Jumpgate to §GMi Ton's Refuge§!;x
jumpgate_to_mists_of_artemis;Jumpgate to §GMists of Artemis§!;x
jumpgate_to_mitsunos_remembrance;Jumpgate to §GMitsunos Remembrance§!;x
jumpgate_to_moo_kyes_revenge;Jumpgate to §GMoo Kye's Revenge§!;x
jumpgate_to_morning_star;Jumpgate to §GMorning Star§!;x
jumpgate_to_nopileos_fortune;Jumpgate to §GNopileos' Fortune§!;x
jumpgate_to_nopileos_memorial;Jumpgate to §GNopileos' Memorial§!;x
jumpgate_to_ocean_of_fantasy;Jumpgate to §GOcean of Fantasy§!;x
jumpgate_to_open_market;Jumpgate to §GOpen Market§!;x
jumpgate_to_ore_belt;Jumpgate to §GOre Belt§!;x
jumpgate_to_outer_sol;Jumpgate to §GOuter Sol§!;x
jumpgate_to_path_to_profit;Jumpgate to §GPath to Profit§!;x
jumpgate_to_pious_mists;Jumpgate to §GPious Mists§!;x
jumpgate_to_pontifexs_claim;Jumpgate to §GPontifex's Claim§!;x
jumpgate_to_presidents_end;Jumpgate to §GPresident's End§!;x
jumpgate_to_profit_center_alpha;Jumpgate to §GProfit Center Alpha§!;x
jumpgate_to_queens_space;Jumpgate to §GQueen's Space§!;x
jumpgate_to_rhys_defiance;Jumpgate to §GRhy's Defiance§!;x
jumpgate_to_rolks_demise;Jumpgate to §GRolk's Demise§!;x
jumpgate_to_sacred_relic;Jumpgate to §GSacred Relic§!;x
jumpgate_to_sanctuary_of_darkness;Jumpgate to §GSanctuary of Darkness§!;x
jumpgate_to_sanctum_verge;Jumpgate to §GSanctum Verge§!;x
jumpgate_to_savage_spur;Jumpgate to §GSavage Spur§!;x
jumpgate_to_scale_plate_green;Jumpgate to §GScale Plate Green§!;x
jumpgate_to_scarlet_star;Jumpgate to §GScarlet Star§!;x
jumpgate_to_second_contact;Jumpgate to §GSecond Contact§!;x
jumpgate_to_segaris;Jumpgate to §GSegaris§!;x
jumpgate_to_silent_witness;Jumpgate to §GSilent Witness§!;x
jumpgate_to_sohnen;Jumpgate to §GSohnen§!;x
jumpgate_to_tempting_fumes;Jumpgate to §GTempting Fumes§!;x
jumpgate_to_tharkas_cascade;Jumpgate to §GTharka's Cascade§!;x
jumpgate_to_tharkas_ravine;Jumpgate to §GTharka's Ravine§!;x
jumpgate_to_the_reach;Jumpgate to §GThe Reach§!;x
jumpgate_to_the_void;Jumpgate to §GThe Void§!;x
jumpgate_to_third_redemption;Jumpgate to §GThird Redemption§!;x
jumpgate_to_thuruks_demise;Jumpgate to §GThuruk's Demise§!;x
jumpgate_to_trinity_sanctum;Jumpgate to §GTrinity Sanctum§!;x
jumpgate_to_true_sight;Jumpgate to §GTrue Sight§!;x
jumpgate_to_turqoise_sea;Jumpgate to §GTurqoise Sea§!;x
jumpgate_to_two_grand;Jumpgate to §GTwo Grand§!;x
jumpgate_to_unholy_retribution;Jumpgate to §GUnholy Retribution§!;x
jumpgate_to_void_of_opportunity;Jumpgate to §GVoid of Opportunity§!;x
jumpgate_to_watchful_gaze;Jumpgate to §GWatchful Gaze§!;x
jumpgate_to_windfall;Jumpgate to §GWindfall§!;x
jumpgate_to_wretched_skies;Jumpgate to §GWretched Skies§!;x
jumpgate_to_zyarths_dominion;Jumpgate to §GZyarth's Dominion§!;x
